t,Q,P,PET,T
01-Jan-1999,0.9,0.51,0.21,7.22
02-Jan-1999,0.88,2.81,0.67,6.62
03-Jan-1999,0.91,9.67,0.3,4.6
04-Jan-1999,1.24,0.45,0.92,9.84
05-Jan-1999,1.13,0,0.65,11.1
06-Jan-1999,1.08,6.05,0.83,9.65
07-Jan-1999,1.18,3.29,0.11,5.08
08-Jan-1999,1.19,0.58,0.24,4.01
09-Jan-1999,1.06,0.44,0.04,2.08
10-Jan-1999,0.99,0.81,0,1.35
11-Jan-1999,0.94,0.16,0.01,0.61
12-Jan-1999,1.05,9.36,0.09,0.43
13-Jan-1999,1.18,1.62,0.34,3.27
14-Jan-1999,1.2,0.06,0.81,5.53
15-Jan-1999,1.13,7.87,0.8,8.34
16-Jan-1999,1.34,0.04,0.4,6.08
17-Jan-1999,1.2,0,0.41,4.27
18-Jan-1999,1.09,0.51,0.34,5.3
19-Jan-1999,1.05,2.15,0.37,10.75
20-Jan-1999,1.01,0.32,0.41,10.39
21-Jan-1999,0.97,0,0,4.93
22-Jan-1999,0.94,0.07,0,0.52
23-Jan-1999,0.95,0.49,0.08,3.46
24-Jan-1999,0.94,0.58,0.21,6.32
25-Jan-1999,0.94,2.38,0.98,9.43
26-Jan-1999,0.95,4.35,0.5,4.56
27-Jan-1999,0.97,6.57,0.35,3.85
28-Jan-1999,1.18,0.06,0.5,6.71
29-Jan-1999,1.07,0.08,0.24,3.6
30-Jan-1999,0.99,0.56,0.17,3.24
31-Jan-1999,0.95,0.03,0.07,4.22
01-Feb-1999,0.91,0.02,0.18,6.98
02-Feb-1999,0.87,0,0.27,5.3
03-Feb-1999,0.85,0,0.51,7.84
04-Feb-1999,0.84,0.44,1.41,10.02
05-Feb-1999,0.81,1.54,1.71,6.78
06-Feb-1999,0.81,1.32,0.68,5.52
07-Feb-1999,0.79,0,0.88,1.3
08-Feb-1999,0.78,1.42,0.35,-0.07
09-Feb-1999,0.76,0.66,0.55,-0.45
10-Feb-1999,0.74,1.36,0.63,0.38
11-Feb-1999,0.73,0.16,0.24,0.48
12-Feb-1999,0.72,0,0.24,2.86
13-Feb-1999,0.71,0,0.5,2.07
14-Feb-1999,0.71,2.08,0.38,2.32
15-Feb-1999,0.72,0.63,0.4,4.7
16-Feb-1999,0.71,0,1.51,6.11
17-Feb-1999,0.7,6.3,0.92,4.25
18-Feb-1999,0.74,1.64,0.51,7.94
19-Feb-1999,0.77,0,0.83,9.92
20-Feb-1999,0.75,3.04,1,5.85
21-Feb-1999,0.76,0.68,1.07,5.99
22-Feb-1999,0.73,0,1.62,3.73
23-Feb-1999,0.69,0.52,1.19,3.1
24-Feb-1999,0.68,0,0.47,2.4
25-Feb-1999,0.66,0.09,0.56,4.37
26-Feb-1999,0.68,5.31,0.68,8.74
27-Feb-1999,0.69,0.01,0.93,7.04
28-Feb-1999,0.68,2.85,1.32,7.26
01-Mar-1999,0.7,10.96,0.72,10.32
02-Mar-1999,1.03,2.72,0.69,10.81
03-Mar-1999,1.01,3.29,1.46,7.42
04-Mar-1999,0.92,0.65,0.65,4.75
05-Mar-1999,0.85,2.49,0.36,3.37
06-Mar-1999,0.81,6.79,0.35,2.79
07-Mar-1999,1.11,6.4,0.33,3.61
08-Mar-1999,1.27,3.53,0.44,4.11
09-Mar-1999,1.22,17.74,0.41,3.67
10-Mar-1999,2.46,0.08,0.67,3.19
11-Mar-1999,1.63,0.74,0.64,3.37
12-Mar-1999,1.33,2.08,0.6,8.24
13-Mar-1999,1.2,0.01,1.06,9.44
14-Mar-1999,1.1,0.18,1.24,7.4
15-Mar-1999,1.05,0,1.01,8.07
16-Mar-1999,1.01,0,1.07,8.55
17-Mar-1999,0.98,0,1.2,10.35
18-Mar-1999,0.95,0.01,1.55,8.65
19-Mar-1999,0.91,0,1.26,6.48
20-Mar-1999,0.9,4.89,1.15,6.82
21-Mar-1999,0.97,6.37,1.12,6.96
22-Mar-1999,0.95,0.5,1.57,6.14
23-Mar-1999,0.89,0,1.71,10.85
24-Mar-1999,0.84,0,1.45,9.19
25-Mar-1999,0.84,3.4,0.9,8.32
26-Mar-1999,0.82,0.11,1.19,6.7
27-Mar-1999,0.78,0,1.31,6.52
28-Mar-1999,0.75,0,2.16,8.53
29-Mar-1999,0.75,0.3,1.32,10.93
30-Mar-1999,0.73,0.2,0.94,10.59
31-Mar-1999,0.71,0,1.99,12.45
01-Apr-1999,0.7,0,2.28,11.1
02-Apr-1999,0.68,0.07,1.6,11.21
03-Apr-1999,0.67,0.03,1.27,9.96
04-Apr-1999,0.66,0.04,1.4,11.97
05-Apr-1999,0.66,0,1.55,13.98
06-Apr-1999,0.65,0.67,2.58,12.91
07-Apr-1999,0.62,1.41,1.77,9.75
08-Apr-1999,0.61,0,1.61,10.3
09-Apr-1999,0.6,0,1.75,13.28
10-Apr-1999,0.59,0.02,1.94,10.68
11-Apr-1999,0.59,6.65,2.51,8.85
12-Apr-1999,0.62,4.28,1.7,8.43
13-Apr-1999,0.65,6.22,1.36,4.25
14-Apr-1999,0.65,0.02,1.8,2.67
15-Apr-1999,0.62,1.22,1.52,4.09
16-Apr-1999,0.63,7.92,1.28,5.33
17-Apr-1999,0.67,5.7,1.34,5.45
18-Apr-1999,0.84,1.87,1.42,5.25
19-Apr-1999,0.77,1.46,1.69,5.94
20-Apr-1999,0.75,5.96,0.78,8.04
21-Apr-1999,0.81,4.58,2.2,11
22-Apr-1999,0.79,0.21,2.31,10.78
23-Apr-1999,0.72,0.8,1.21,9.68
24-Apr-1999,0.68,0.15,1.25,10.69
25-Apr-1999,0.65,0,2.29,10.94
26-Apr-1999,0.63,0,1.39,10.61
27-Apr-1999,0.6,0,2.61,11.32
28-Apr-1999,0.58,0,2.6,9.83
29-Apr-1999,0.58,0,2.47,9.24
30-Apr-1999,0.53,0,2.76,10.08
01-May-1999,0.5,0,1.67,11.14
02-May-1999,0.5,0,2.18,11.19
03-May-1999,0.49,0,2.7,13.02
04-May-1999,0.48,0,2.12,10.61
05-May-1999,0.47,0.83,2.18,11.24
06-May-1999,0.47,0,1.64,13.14
07-May-1999,0.46,1.49,2,13.02
08-May-1999,0.46,3,2.45,12.87
09-May-1999,0.46,1.38,3.22,15.32
10-May-1999,0.46,2.44,3.11,14.21
11-May-1999,0.46,7.74,2.53,13.32
12-May-1999,0.46,0.7,2.62,13.08
13-May-1999,0.46,0,2.5,12.52
14-May-1999,0.45,0.64,1.8,12.02
15-May-1999,0.44,0,2.63,11.17
16-May-1999,0.43,0,2.55,10.36
17-May-1999,0.42,0,2.87,10.32
18-May-1999,0.42,1.86,2.31,12.06
19-May-1999,0.42,0,3.02,14.16
20-May-1999,0.42,0,3.11,13.93
21-May-1999,0.41,1,2.68,13.52
22-May-1999,0.4,0,3.74,11.91
23-May-1999,0.4,0,2.78,14.58
24-May-1999,0.4,3.51,2.37,13.85
25-May-1999,0.4,0,3.72,12.22
26-May-1999,0.4,0,2.98,14.13
27-May-1999,0.38,0,4.32,16.45
28-May-1999,0.36,0,3.96,17.42
29-May-1999,0.35,1.24,3.41,16.18
30-May-1999,0.35,0.48,1.09,11.22
31-May-1999,0.35,0,1.88,11.47
01-Jun-1999,0.35,12.95,3.6,14.44
02-Jun-1999,0.34,7.59,1.66,14.26
03-Jun-1999,0.35,0.73,2.63,14.16
04-Jun-1999,0.31,2.96,2.49,13.01
05-Jun-1999,0.3,8,2.92,11.3
06-Jun-1999,0.31,7.12,2.46,11.79
07-Jun-1999,0.32,5.04,1.74,11.45
08-Jun-1999,0.32,0.89,2.33,10.6
09-Jun-1999,0.31,0,3.78,12.18
10-Jun-1999,0.3,1.16,1.86,11.52
11-Jun-1999,0.29,1.83,0.94,11.29
12-Jun-1999,0.29,9.41,1.44,11.61
13-Jun-1999,0.31,0,2.69,13.68
14-Jun-1999,0.31,0.23,2.75,15.8
15-Jun-1999,0.3,0,4.03,17.32
16-Jun-1999,0.28,0,4.66,18.64
17-Jun-1999,0.26,0,3.22,14.75
18-Jun-1999,0.25,0,4.22,15.29
19-Jun-1999,0.24,1.58,3.09,16.48
20-Jun-1999,0.23,0.01,3.64,14.75
21-Jun-1999,0.23,0.92,3.25,11.73
22-Jun-1999,0.23,0.23,3.19,12.54
23-Jun-1999,0.22,0.09,1.84,14.72
24-Jun-1999,0.22,0,3.02,14.69
25-Jun-1999,0.22,0,4.34,14.15
26-Jun-1999,0.21,0.91,4.1,16.02
27-Jun-1999,0.21,7.31,1.91,15.46
28-Jun-1999,0.21,6.03,3.04,13.28
29-Jun-1999,0.21,0.57,1.92,14.81
30-Jun-1999,0.22,1.62,3.01,15.25
01-Jul-1999,0.22,0.45,2.19,16.3
02-Jul-1999,0.19,14.44,3.28,19.19
03-Jul-1999,0.2,0.01,2.93,19.47
04-Jul-1999,0.2,1.03,2.85,17.68
05-Jul-1999,0.19,1.32,2.47,17.45
06-Jul-1999,0.18,5.71,3.48,18.69
07-Jul-1999,0.18,0,3.06,19.25
08-Jul-1999,0.18,0,2.92,19.98
09-Jul-1999,0.18,0,3.25,18.14
10-Jul-1999,0.16,0.02,3.94,17.27
11-Jul-1999,0.14,0.02,4.17,18.18
12-Jul-1999,0.13,0,2.94,16.9
13-Jul-1999,0.13,0.7,2.91,16.9
14-Jul-1999,0.13,0.5,2.92,14.79
15-Jul-1999,0.12,0,3.35,15.14
16-Jul-1999,0.11,0,3.3,17.52
17-Jul-1999,0.11,0,4.11,18.64
18-Jul-1999,0.11,0,4.34,19.74
19-Jul-1999,0.11,2.25,3.73,20.58
20-Jul-1999,0.1,0.83,3.44,18.88
21-Jul-1999,0.09,0.13,3.88,15.76
22-Jul-1999,0.08,0.19,2,13.73
23-Jul-1999,0.08,0,4.11,17.57
24-Jul-1999,0.08,0,4.74,21.92
25-Jul-1999,0.08,0,3.03,17.95
26-Jul-1999,0.08,0,3.81,14.9
27-Jul-1999,0.07,0,3.68,14.83
28-Jul-1999,0.07,0,3.64,16.46
29-Jul-1999,0.07,0,3.85,17.55
30-Jul-1999,0.06,0,3.74,18.73
31-Jul-1999,0.06,0,4.22,20.69
01-Aug-1999,0.05,0.07,3.94,21.84
02-Aug-1999,0.05,0,4.91,22.67
03-Aug-1999,0.05,2.94,2.37,20.51
04-Aug-1999,0.05,12.53,2.87,19.8
05-Aug-1999,0.05,0.02,2.95,19.39
06-Aug-1999,0.06,1.07,3.48,19.44
07-Aug-1999,0.06,4.49,1.11,17.11
08-Aug-1999,0.06,21.58,1.26,17.13
09-Aug-1999,0.09,14.78,1.65,16.78
10-Aug-1999,0.11,3.22,0.84,14.06
11-Aug-1999,0.12,0.44,2.32,13.96
12-Aug-1999,0.11,1.36,1.39,14.25
13-Aug-1999,0.11,6.27,2.2,17.07
14-Aug-1999,0.11,6.62,2.67,16.04
15-Aug-1999,0.12,0.95,3.15,14.99
16-Aug-1999,0.12,1.29,2.44,13.23
17-Aug-1999,0.12,1.14,1.42,12.81
18-Aug-1999,0.12,1.57,1.8,14.65
19-Aug-1999,0.12,3.69,1.61,13.77
20-Aug-1999,0.12,3.42,1.64,13.3
21-Aug-1999,0.13,0.05,2.34,12.79
22-Aug-1999,0.13,0.15,2.61,12.62
23-Aug-1999,0.13,0,2.69,15
24-Aug-1999,0.13,0,1.95,15.39
25-Aug-1999,0.13,1.35,1.4,18.26
26-Aug-1999,0.11,0.01,2.4,18.55
27-Aug-1999,0.1,0,2.64,16.49
28-Aug-1999,0.09,0,2.59,17.21
29-Aug-1999,0.09,0,2.72,18.49
30-Aug-1999,0.09,0,2.49,16.58
31-Aug-1999,0.09,0,1.52,17.03
01-Sep-1999,0.09,0,2.24,18.75
02-Sep-1999,0.08,0,2.91,19.75
03-Sep-1999,0.08,0,2.85,19.37
04-Sep-1999,0.08,0,2.58,18.26
05-Sep-1999,0.08,0,2.13,17.97
06-Sep-1999,0.07,0,2.27,19.46
07-Sep-1999,0.07,0,2.48,17.96
08-Sep-1999,0.07,0.42,2.51,17.35
09-Sep-1999,0.07,0,2.42,15.84
10-Sep-1999,0.06,0,1.98,16.15
11-Sep-1999,0.06,0.01,2.54,21.25
12-Sep-1999,0.06,0.15,1.71,16.88
13-Sep-1999,0.07,0.09,1.37,13.7
14-Sep-1999,0.08,35.76,0.52,13.6
15-Sep-1999,0.12,8.77,0.27,14.17
16-Sep-1999,0.19,1,1.15,14.06
17-Sep-1999,0.17,0.02,1.86,13.63
18-Sep-1999,0.15,0,1.82,15.27
19-Sep-1999,0.14,5.02,0.88,16.62
20-Sep-1999,0.15,2.39,0.9,16.05
21-Sep-1999,0.16,1.85,0.97,14.68
22-Sep-1999,0.16,1.63,0.95,15.7
23-Sep-1999,0.16,1.04,1.6,16.59
24-Sep-1999,0.14,1.47,1.34,15.87
25-Sep-1999,0.31,17.09,1.08,15.15
26-Sep-1999,0.36,10.43,0.89,13.42
27-Sep-1999,0.32,0.97,1.14,14.31
28-Sep-1999,0.28,2.54,1.17,14.03
29-Sep-1999,0.25,0.37,1.3,14.96
30-Sep-1999,0.23,0.41,0.98,13.33
01-Oct-1999,0.21,18.03,1.4,12.32
02-Oct-1999,0.48,0.02,1.6,10.97
03-Oct-1999,0.43,7.86,1.06,9.73
04-Oct-1999,0.43,0.39,1.32,8.61
05-Oct-1999,0.35,0,1.01,7.35
06-Oct-1999,0.31,0,0.78,7.89
07-Oct-1999,0.31,11.69,0.43,9.68
08-Oct-1999,0.42,0.09,0.79,13.66
09-Oct-1999,0.41,0.01,0.8,14.92
10-Oct-1999,0.37,0,1.07,15.91
11-Oct-1999,0.34,0,1.15,10.99
12-Oct-1999,0.3,0.02,0.62,8.68
13-Oct-1999,0.29,0,0.59,9.03
14-Oct-1999,0.28,0,0.48,10.43
15-Oct-1999,0.27,0,0.67,11.99
16-Oct-1999,0.26,0.02,0.68,11.75
17-Oct-1999,0.26,0,1.18,9.7
18-Oct-1999,0.25,0,1.62,9.08
19-Oct-1999,0.24,0,1.76,9.18
20-Oct-1999,0.24,0.43,1.58,8.62
21-Oct-1999,0.25,4.77,0.34,9.39
22-Oct-1999,0.26,3.5,0.33,12.78
23-Oct-1999,0.27,6.34,0.45,12.27
24-Oct-1999,0.31,9.1,0.5,11.36
25-Oct-1999,0.34,0.18,0.65,11.3
26-Oct-1999,0.31,0,0.41,10.79
27-Oct-1999,0.28,0.02,0.62,10.61
28-Oct-1999,0.27,0,0.38,10.92
29-Oct-1999,0.26,0.02,0.12,10.17
30-Oct-1999,0.27,1.68,0.53,13.28
31-Oct-1999,0.26,0.09,1.31,11.45
01-Nov-1999,0.26,0.36,0.83,13.05
02-Nov-1999,0.24,0,0.78,9.29
03-Nov-1999,0.24,0,0.28,9.54
04-Nov-1999,0.24,0,0.51,9.94
05-Nov-1999,0.26,11.66,0.66,9.65
06-Nov-1999,0.28,0,1.4,7.09
07-Nov-1999,0.27,0.01,0.35,6.88
08-Nov-1999,0.26,0.43,0.2,10.26
09-Nov-1999,0.26,0.06,0.19,8.71
10-Nov-1999,0.26,0.13,0.47,8.66
11-Nov-1999,0.26,1.6,0.38,8.63
12-Nov-1999,0.26,0.06,0.13,7.76
13-Nov-1999,0.26,0.83,0.11,7.81
14-Nov-1999,0.27,0.16,0.58,8.45
15-Nov-1999,0.26,2.1,0.24,6.55
16-Nov-1999,0.27,0.21,0.17,4.94
17-Nov-1999,0.26,0,0.55,2.6
18-Nov-1999,0.27,8.67,0.53,2.96
19-Nov-1999,0.32,3.57,0.61,4.95
20-Nov-1999,0.35,0.87,0.62,4.84
21-Nov-1999,0.36,1.79,0.2,4.28
22-Nov-1999,0.4,0.71,0.2,5.19
23-Nov-1999,0.39,0,0.09,6.95
24-Nov-1999,0.37,2.95,0.63,10.54
25-Nov-1999,0.36,0.03,0.3,10.69
26-Nov-1999,0.36,2.1,0.79,9.9
27-Nov-1999,0.35,0,0.15,7.42
28-Nov-1999,0.35,3.38,1.07,10.88
29-Nov-1999,0.35,0.02,0.02,7.19
30-Nov-1999,0.34,0.01,0.53,6.96
01-Dec-1999,0.34,0.19,0.79,8.68
02-Dec-1999,0.33,0.01,0.62,5.9
03-Dec-1999,0.34,2.15,1.06,6.94
04-Dec-1999,0.33,1.48,0.4,2.58
05-Dec-1999,0.32,0.02,0.08,2.27
06-Dec-1999,0.33,0.92,0.73,9.86
07-Dec-1999,0.31,0.08,0.52,7.52
08-Dec-1999,0.33,1.79,0.56,6.59
09-Dec-1999,0.34,0.01,0.87,6
10-Dec-1999,0.32,6.82,0.14,5.04
11-Dec-1999,0.68,8.72,0.23,8.34
12-Dec-1999,0.62,1.84,0.25,6.16
13-Dec-1999,0.72,11.63,0.14,2.67
14-Dec-1999,0.78,3.25,0,0.71
15-Dec-1999,0.79,2.84,0.31,1.65
16-Dec-1999,0.82,0.43,0.06,2.65
17-Dec-1999,0.82,0.36,0.55,6.42
18-Dec-1999,0.71,0.01,0,0.88
19-Dec-1999,0.63,0.05,0.17,-0.88
20-Dec-1999,0.59,1.28,0,-1.84
21-Dec-1999,0.6,3.65,0.14,1.49
22-Dec-1999,0.8,9.71,0.4,5.51
23-Dec-1999,1.14,1.66,0.37,6.9
24-Dec-1999,1.08,6.14,0.51,9.67
25-Dec-1999,1.16,0.29,0.77,5.02
26-Dec-1999,0.97,0.87,0.23,4.14
27-Dec-1999,0.86,0,0.03,2.17
28-Dec-1999,0.77,0.02,0,0.97
29-Dec-1999,0.71,0.63,0,0.68
30-Dec-1999,0.87,7.04,0,2.09
31-Dec-1999,0.96,0.22,0,4.06
01-Jan-2000,0.88,0.17,0,5.52
02-Jan-2000,0.84,0,0.06,6.4
03-Jan-2000,0.85,4.35,0.28,8.45
04-Jan-2000,0.86,0.11,0.04,3.07
05-Jan-2000,0.8,0.67,0.35,5.45
06-Jan-2000,0.76,0.03,0.51,7.97
07-Jan-2000,0.72,0.03,0.52,6.39
08-Jan-2000,0.69,0,0.29,6.23
09-Jan-2000,0.64,0.02,0,1.7
10-Jan-2000,0.63,0.44,0.08,1.59
11-Jan-2000,0.64,0,0.45,7.37
12-Jan-2000,0.64,6.24,0.7,7.32
13-Jan-2000,0.73,1.8,0.16,3.07
14-Jan-2000,0.72,1.47,0.03,3.21
15-Jan-2000,0.7,0.29,0.13,4.05
16-Jan-2000,0.69,0.02,0.03,2.63
17-Jan-2000,0.68,0.03,0.01,3.41
18-Jan-2000,0.66,0.06,0.34,5.48
19-Jan-2000,0.63,0.53,0.1,4.26
20-Jan-2000,0.62,0,0.19,2.86
21-Jan-2000,0.64,1.4,0.15,4.56
22-Jan-2000,0.65,2.59,0.64,4.3
23-Jan-2000,0.64,0.86,0.37,3.61
24-Jan-2000,0.62,0.02,0,1.64
25-Jan-2000,0.59,0.22,0.03,2.12
26-Jan-2000,0.59,0.02,0.07,3.11
27-Jan-2000,0.58,0,0.31,2.24
28-Jan-2000,0.59,0.27,0.74,4.66
29-Jan-2000,0.57,0.16,1.46,10.53
30-Jan-2000,0.54,0.29,1.08,10.23
31-Jan-2000,0.53,0.07,1.02,10.73
01-Feb-2000,0.58,8.6,0.73,9.29
02-Feb-2000,0.61,0,0.66,6.93
03-Feb-2000,0.57,1.01,0.53,6.22
04-Feb-2000,0.58,0.47,0.45,9.23
05-Feb-2000,0.57,0,0.53,8.34
06-Feb-2000,0.57,3.15,0.56,9.57
07-Feb-2000,0.63,5.55,0.95,7.03
08-Feb-2000,0.73,2.72,1.36,7.72
09-Feb-2000,0.67,0.05,1.25,6.06
10-Feb-2000,0.66,2.99,1.13,6.04
11-Feb-2000,0.61,1.18,0.66,4.87
12-Feb-2000,0.62,0.26,1.06,5.89
13-Feb-2000,0.58,0,0.71,4.54
14-Feb-2000,0.6,4.63,0.22,3.5
15-Feb-2000,0.63,2.18,0.56,5.36
16-Feb-2000,0.63,0.21,0.83,2.63
17-Feb-2000,0.61,2.69,0.58,2.7
18-Feb-2000,0.68,4.34,0.84,6.96
19-Feb-2000,0.71,0.37,0.6,4.65
20-Feb-2000,0.65,2.92,0.41,2.77
21-Feb-2000,0.68,0.02,0.63,4.2
22-Feb-2000,0.66,0.49,0.46,2.86
23-Feb-2000,0.64,0.21,0.39,7.43
24-Feb-2000,0.63,4.4,0.93,7.79
25-Feb-2000,0.64,0.04,0.89,4.68
26-Feb-2000,0.62,0,0.9,4.8
27-Feb-2000,0.7,12.42,0.94,9.76
28-Feb-2000,1.09,2.34,0.98,6.05
29-Feb-2000,1.05,3.4,0.67,6.34
01-Mar-2000,0.9,0.43,1.01,4.27
02-Mar-2000,0.82,3.16,0.7,5.69
03-Mar-2000,0.83,3.55,1.32,6.5
04-Mar-2000,0.8,0,1.34,2.2
05-Mar-2000,0.77,0,0.96,4.01
06-Mar-2000,0.75,0,1.16,8.81
07-Mar-2000,0.71,0.44,1.29,11.19
08-Mar-2000,0.69,0,1.22,13.38
09-Mar-2000,0.66,0.47,2.15,12.36
10-Mar-2000,0.65,0,0.92,9.96
11-Mar-2000,0.63,0.02,1.67,9.59
12-Mar-2000,0.6,0,1.18,7.13
13-Mar-2000,0.6,0,0.9,9.99
14-Mar-2000,0.58,0.02,1.56,9.02
15-Mar-2000,0.58,0.02,1.54,6.64
16-Mar-2000,0.56,0,0.92,8.04
17-Mar-2000,0.57,0.02,1,8.5
18-Mar-2000,0.55,0,1.54,6.94
19-Mar-2000,0.55,0,1.29,6.08
20-Mar-2000,0.55,0,0.73,7.82
21-Mar-2000,0.55,0.02,1.12,7.85
22-Mar-2000,0.54,0,0.92,6.63
23-Mar-2000,0.53,4.37,0.71,6.56
24-Mar-2000,0.49,2.28,1.11,9.16
25-Mar-2000,0.49,2.63,1.2,6.29
26-Mar-2000,0.49,4.64,1.18,4.77
27-Mar-2000,0.5,4.15,1.18,5.4
28-Mar-2000,0.49,0.2,1.21,4.51
29-Mar-2000,0.48,0,0.94,5.3
30-Mar-2000,0.46,0,1.06,5.65
31-Mar-2000,0.46,0.02,1.01,5.25
01-Apr-2000,0.46,2.5,1.12,6.06
02-Apr-2000,0.47,8.58,0.9,8.75
03-Apr-2000,0.59,7.77,0.55,6.06
04-Apr-2000,0.77,1.88,1.04,3.48
05-Apr-2000,0.67,0,1.8,4.91
06-Apr-2000,0.56,0.02,1.79,4.8
07-Apr-2000,0.53,0,1.84,6.46
08-Apr-2000,0.51,1.34,1.94,8.08
09-Apr-2000,0.5,0,1.86,7.63
10-Apr-2000,0.47,0.08,1.99,6.11
11-Apr-2000,0.49,8.51,0.8,4.7
12-Apr-2000,0.52,0.88,0.86,4.82
13-Apr-2000,0.53,4.3,1.05,5.17
14-Apr-2000,0.52,0.02,1.22,5.54
15-Apr-2000,0.52,3.33,0.74,4.17
16-Apr-2000,0.5,1.91,1.87,5.94
17-Apr-2000,0.5,2.2,1.98,8.12
18-Apr-2000,0.51,8.97,1.5,8.91
19-Apr-2000,0.54,0.5,2.47,10.94
20-Apr-2000,0.55,2.02,1.36,12.33
21-Apr-2000,0.56,3.94,2.63,11.4
22-Apr-2000,0.56,1.44,1.65,11.02
23-Apr-2000,0.55,0.61,1.84,9.92
24-Apr-2000,0.53,5.09,2.32,10.17
25-Apr-2000,0.64,24.06,1.93,12.15
26-Apr-2000,1.96,1.52,1.42,11.22
27-Apr-2000,1.11,0.15,2.11,11.34
28-Apr-2000,0.86,0.12,0.66,10.53
29-Apr-2000,0.75,0,2.29,11.95
30-Apr-2000,0.69,0.78,1.31,10.4
01-May-2000,0.65,0,2.3,10.13
02-May-2000,0.61,0.32,1.43,8.91
03-May-2000,0.6,0.31,0.58,8.34
04-May-2000,0.59,0,1.3,8.22
05-May-2000,0.58,0.02,1.96,10.21
06-May-2000,0.58,0,2.98,13.17
07-May-2000,0.53,0,2.58,12.99
08-May-2000,0.52,0,1.87,12.17
09-May-2000,0.52,0,2.11,12.91
10-May-2000,0.5,0,1.81,11.99
11-May-2000,0.5,0,2.16,11
12-May-2000,0.49,3.97,2.11,12.48
13-May-2000,0.49,0.08,2.53,14.28
14-May-2000,0.48,6.07,3.68,16.8
15-May-2000,0.48,0.04,3.94,19.24
16-May-2000,0.47,0,4,17.86
17-May-2000,0.45,2.21,3.04,11.93
18-May-2000,0.48,6.46,2.33,10.12
19-May-2000,0.48,4.1,2.03,9.72
20-May-2000,0.47,8.34,2.47,10.51
21-May-2000,0.56,3.29,1.29,9.92
22-May-2000,0.54,1.71,2.63,12.02
23-May-2000,0.51,7.56,1.25,12.55
24-May-2000,0.55,6.16,2.5,11.79
25-May-2000,0.57,1.68,3.04,10.92
26-May-2000,0.62,12.63,1.32,10.32
27-May-2000,0.76,14.73,2.77,9.84
28-May-2000,1.77,9.31,1.65,8.78
29-May-2000,1.33,3.01,3.03,10.04
30-May-2000,0.92,3.29,2.4,10.57
31-May-2000,0.76,5.7,3.23,12.32
01-Jun-2000,0.71,0.21,1.92,14.59
02-Jun-2000,0.63,0,1.97,15.27
03-Jun-2000,0.58,0,2.36,15.27
04-Jun-2000,0.56,0,3,14.51
05-Jun-2000,0.54,0,1.48,11.61
06-Jun-2000,0.54,3.22,2.79,12.69
07-Jun-2000,0.52,0,3.65,13.6
08-Jun-2000,0.5,0,4.1,16.19
09-Jun-2000,0.49,0.58,2.72,16.48
10-Jun-2000,0.48,0,3.9,14.18
11-Jun-2000,0.47,0,3.52,14.34
12-Jun-2000,0.45,0,4.31,18.38
13-Jun-2000,0.45,0.96,3.45,17.6
14-Jun-2000,0.45,2.93,1.67,15.27
15-Jun-2000,0.42,0,3.28,15.34
16-Jun-2000,0.41,0,2.97,15.04
17-Jun-2000,0.4,0,4.84,18.81
18-Jun-2000,0.39,0,5.47,21.2
19-Jun-2000,0.39,0,5.91,24.38
20-Jun-2000,0.39,2.15,2.57,19.34
21-Jun-2000,0.38,0.52,3.13,16.82
22-Jun-2000,0.38,2.89,2.92,14.68
23-Jun-2000,0.33,1,2.6,13.97
24-Jun-2000,0.31,1.06,1.42,12.46
25-Jun-2000,0.31,0.05,2.57,12.3
26-Jun-2000,0.31,0,2.6,13.05
27-Jun-2000,0.29,0,3.1,14.69
28-Jun-2000,0.28,0.68,2.08,14.21
29-Jun-2000,0.27,3.56,0.81,11.65
30-Jun-2000,0.28,0.05,1.54,12.29
01-Jul-2000,0.28,2.45,1.37,14.63
02-Jul-2000,0.29,0.64,1.85,15.81
03-Jul-2000,0.31,5.73,1.78,15.72
04-Jul-2000,0.3,4.11,0.76,14.12
05-Jul-2000,0.3,3.69,1.43,14.12
06-Jul-2000,0.3,1.73,1.6,14.52
07-Jul-2000,0.29,0.14,2.8,13.41
08-Jul-2000,0.29,2.87,2,13.74
09-Jul-2000,0.3,2.6,1.81,14.83
10-Jul-2000,0.34,23.97,1.39,12.83
11-Jul-2000,0.48,0.18,2.63,11.68
12-Jul-2000,0.34,0.97,2.66,13.46
13-Jul-2000,0.32,0.79,2.04,15.13
14-Jul-2000,0.31,1.41,2.25,13.55
15-Jul-2000,0.31,1.02,2.19,12.35
16-Jul-2000,0.32,0.01,2.35,11.77
17-Jul-2000,0.31,0,3.05,13.43
18-Jul-2000,0.31,0,2.65,14.42
19-Jul-2000,0.31,0,3.68,16.82
20-Jul-2000,0.3,0,3.89,17.05
21-Jul-2000,0.28,0,3.58,15.81
22-Jul-2000,0.28,0,1.61,13.4
23-Jul-2000,0.29,0.07,0.83,13.41
24-Jul-2000,0.3,0.09,0.84,12.95
25-Jul-2000,0.29,0,1.55,14
26-Jul-2000,0.29,0.01,2.35,16.25
27-Jul-2000,0.29,2.73,2.38,17.26
28-Jul-2000,0.28,2.62,2.67,17.05
29-Jul-2000,0.27,0.62,2.7,17.31
30-Jul-2000,0.26,0,2.99,17.64
31-Jul-2000,0.24,0,3.5,19.28
01-Aug-2000,0.18,0,3.47,19.03
02-Aug-2000,0.17,5.47,3.18,16.53
